,Prompt,sentiment_label,sentiment_score,question_type,question_type_score,avg_similarity,Groq_Response,Groq_Response_EN,success
1201,",,,,,, حتى لو كنت سأشتري كيسًا من رقائق البطاطس ، أخشى أن يعتقد الناس أنني ممرت بالكثير من السلوك المهزوم للذات,,,,,,,",negative,0.94223290681839,causal,0.3464777767658233,0.3487424,أفهم قلقك. يبدو أنك تتأثر بشكل كبير بآر,I understand your concern. It seems you're greatly affected by opinions.,1
1202,",,,,,,دائمًا أشعر بالتعب والعجز، وغير قادر على التركيز على مهامي أو حتى العمل على الأشياء التي كنت مهتمًا بها، مما جعلني محبطًا للغاية.,,,,,,,",negative,0.8570201396942139,causal,0.4896526336669922,0.20831856,يبدو أنك تمر بفترة صعبة جدا، وهذا الشعور بال,"It seems you're going through a very tough period, and this feeling of",1
1203,",,,,,, في الآونة الأخيرة، لا أستطيع النوم جيدًا، أو أعاني من كوابيس عندما أنام، وأشعر بالتعب الشديد عندما أستيقظ في جميع جسدي.,,,,,,,",negative,0.6960520148277283,causal,0.3354643583297729,0.24171525,يُشير هذا إلى أنك قد تعاني من بعض القضايا المتعلقة بالن,This indicates that you may be experiencing some issues related to,1
1204,",,,,,, في كل مرة أذهب إلى الطبيب لا يوجد تحسن، ويزداد مزاجي سوءًا  وغالبًا ما أشعر بالشفقة على نفسي وحالي,,,,,,,",positive,0.3803300261497497,causal,0.5228626132011414,0.25727937,أفهم تمامًا شعورك بالتحديد. يبدو أنك تواجه ص,I understand your feeling perfectly. It seems that you are facing a,1
1205,",,,,,, لطالما شعرت بالعزلة والاستبعاد ، حتى وسط الزحام.,,,,,,,",negative,0.7759849429130554,causal,0.4860218167304992,0.27916396,أفهم تمامًا ما تشعر به. يمكن أن يكون الشعور بالعزلة,I understand exactly how you feel. The feeling of isolation,1
1206,",,,,,,جعل النفس مدمنة على الألعاب، أو الإنترنت هو ضغط نفسي غير مرئي,,,,,,,",negative,0.9908503890037536,causal,0.8333309888839722,0.32802245,جعل النفس مدمنة على الألعاب أو الإنترنت هو ضغط نفسي غير مر,Making the soul addicted to games or the internet is an unobserved psychological pressure.,1
1207,",,,,,, لقد تعرضت لضغط شديد مؤخرًا ، وأشعر بقلق شديد كل يوم ، ولا أنام جيدًا ، وأعاني من صداع ، وقلبي ينبض بسرعة ، وأشعر أنني سأنهار في أي وقت,,,,,,,",negative,0.955292284488678,opinion,0.3726345598697662,0.2680694,يبدو أنك تمر بفترة عصيبة ومتعبة، وتعاني,"It seems you're going through a tough and exhausting period, and suffering",1
1208,",,,,,,في كل مرة أواجه فيها صعوبات ونكسات ، أفقد دائمًا الثقة والتحفيز وأشعر أنني لا أستطيع التعامل معها,,,,,,,",positive,0.713998556137085,opinion,0.3512443304061889,0.28415197,يبدو أنك تواجه تحديات كبيرة في حياتك، وهذا NORMAL تمام,"It seems you're facing big challenges in your life, and that's completely NORMAL",1
1209,",,,,,,أشعر دائمًا بالقلق من أن ما أفعله ليس جيدًا بما فيه الكفاية، وأشعر كما لو كنت محط أنظار الآخرين، وهذا يجعلني أشعر بالاكتئاب,,,,,,,",negative,0.8693068623542786,causal,0.4739451110363006,0.22236899,يُظهر ما تقوله أنك تعاني من مشاعر القلق والاكتئاب,What you're saying shows that you're suffering from feelings of anxiety and depression.,1
1210,",,,,,,أشعر دائمًا بالقلق بشأن ما إذا كنت أفعل كل شيء بشكل صحيح، والخوف مما قد يفكر فيه الآخرون أو ينتقدونني، وغالبًا أغرق في شك مؤلم في نفسي نتيجة لذلك.,,,,,,,",negative,0.950894832611084,causal,0.4294868409633636,0.33152452,إذا كنت تشعر بالقلق والشك في نفسك بشكل دائم، فهن,"If you feel anxious and doubtful about yourself all the time, then",1
1211,",,,,,, أحافظ على أفكاري في قلبي ، وأشعر دائمًا أنني سوف أنفجر ، ولا يمكنني الاختباء من أنظار الآخرين,,,,,,,",positive,0.7841247320175171,opinion,0.8257336616516113,0.30171162,يبدو أنك تشعر بالضغط والتوتر، وربما حتى بالان,"It seems you're feeling pressured and tense, and maybe even anxious",1
1212,",,,,,, تعرضت عائلتي لحادث مفاجئ ، وأصيب والداي بجروح خطيرة ، مما جعلني أشعر بالعجز والاكتئاب ، وحتى ظهرت لدي أعراض الاكتئاب.,,,,,,,",negative,0.9768568873405457,causal,0.8803045153617859,0.29421747,أنا آسف لسماع هذه الأخبار. يبدو أنك تمر بمرح,I'm sorry to hear this news. It seems you're going through a tough time.,0
1213,",,,,,, وجدت نفسي أقل نشاطًا اجتماعيًا ، وأفضل دائمًا أن أكون وحيدًا,,,,,,,",positive,0.7844883799552917,opinion,0.4359524548053741,0.24239598,إذا كنت تشعر أنك أقل نشاطًا اجتماعيًا وأفضل دائمًا,If you feel you're less socially active and always better,1
1214,",,,,,, لدي رغبة جامحة في السيطرة وأفكر دائمًا في التحكم في كل شيء بيدى، ولا أسمح للآخرين بالتدخل، مما أدى إلى انهيار العلاقات الشخصية,,,,,,,",positive,0.9313073754310608,causal,0.785057783126831,0.3422015,يبدو أنك تعاني من صعوبة في الثقة بالآخرين وتسليم,It seems you're having difficulty trusting others and letting go.,1
1215,",,,,,,غالبًا ما أشعر أن عقلي فوضوي للغاية ، كما لو كان هناك الكثير من الأفكار والأصوات في رأسي في نفس الوقت ، مما يجعلني أشعر بالارتباك والضياع.,,,,,,,",negative,0.9245542287826538,causal,0.3369189500808716,0.3068012,أفهم تمامًا ما تعنيه. إحساس الفوضى في العقل,I understand exactly what you mean. The feeling of chaos in the mind.,1
1216,",,,,,, لماذا تنتقدني عائلتي على كل فعل أقوم به,,,,,,,",negative,0.7767442464828491,causal,0.5686946511268616,0.22920969,قد يكون هناك العديد من الأسباب التي تجعل عائلتك تنتقدك على,There may be many reasons why your family criticizes you,1
1217,",,,,,,أشعر بالإرهاق الدائم في الآونة الأخيرة وفقدان الطاقة، حتى أنني أنام لفترات طويلة، لكن لا يتحسن الوضع,,,,,,,",negative,0.94868665933609,causal,0.3701458871364593,0.20252107,إذا كنت تشعر بالإرهاق الدائم وفقدان الطاقة، حتى بعد الن,"If you feel constantly exhausted and lacking in energy, even after rest",1
1218,",,,,,, أشعر وكأنني فقدت كل الحافز والأمل وأن الحياة لا معنى لها,,,,,,,",negative,0.9439758062362672,procedural,0.4393073320388794,0.23592709,أفهم أنك تشعر باليأس والخمول، وهذا الشعور يمكن,"I understand that you feel hopeless and lethargic, and this feeling can",1
1219,",,,,,, أشعر بتوتر شديد أحيانًا ، وأشعر أيضًا بالإحباط أحيانًا ، لكنني لا أعرف كيف أغير مزاجي,,,,,,,",negative,0.8821778297424316,causal,0.4495279788970947,0.2912709,يمكن أن يكون التوتر والإحباط مشاكل شائعة في الحياة اليومية، لكن,"Stress and frustration can be common problems in daily life, but",1
1220,",,,,,, أعاني من مشاكل في تفكيري وإدراكي ، وكثيرًا ما أسمع أصواتًا غريبة أو أرى أشياء غريبة تجعلني أشعر بالخوف الشديد,,,,,,,",negative,0.9406085014343262,opinion,0.4360751211643219,0.2676877,إنه لمن الجيد أنك تتحدث عن مشاكلك. يبدو أنك,It's good that you're talking about your problems. It seems that you,1
1221,",,,,,, غالبًا ما أشعر بالتوتر والقلق ، غير قادر على التحكم في مشاعري والتوتر ، مما يجعلني أشعر بقلق شديد وضيق.,,,,,,,",negative,0.9274349212646484,causal,0.7154620885848999,0.29535472,يبدو أنك تشعر بالكثير من التوتر والقلق، وهذا يمكن,"It seems you're feeling a lot of tension and anxiety, and this can",1
1222,",,,,,, غالبًا ما أشعر بالوحدة والعجز ، وأشعر بالفراغ حتى عندما يكون حولي شخص ما. لا أعرف لماذا يحدث هذا ، كيف يمكنني طلب المساعدة؟,,,,,,,",negative,0.8597105145454407,opinion,0.60613614320755,0.20709115,يبدو أنك تشعر بالوحدة والعجز، وهذا شعور شائع يمكن,"It seems you feel lonely and helpless, and this is a common feeling that can",1
1223,",,,,,,لقد أصبت بصدمة في الماضي ، والآن أتذكر دائمًا تلك التجربة مع الخوف والألم ، وأحتاج إلى طلب المساعدة للتغلب على هذه المشاعر.,,,,,,,",negative,0.6439439058303833,causal,0.4003950357437134,0.30457962,إذا كنت تعاني من صدمة في الماضي وتبحث عن مساعدة للتغلب,If you have suffered trauma in the past and are seeking help to overcome,1
1224,",,,,,, لا أستطيع التخلص من ذكريات الماضي ، وكلما فكرت في أشياء معينة أشعر بألم شديد ، بل إنها تؤثر على حياتي اليومية.,,,,,,,",negative,0.6245869994163513,causal,0.6093049645423889,0.30583706,أفهم تمامًا ما تشعر به. الذكريات الماضية يمكن أن تكون,I understand exactly how you feel. Past memories can be,1
1225,",,,,,, اعتدت على التعرض للتنمر، والآن كلما فكرت في الأمر أشعر بالخوف وحتى أنني أرى الكوابيس في منامي,,,,,,,",negative,0.8634173274040222,causal,0.4320665299892425,0.30518395,أنا آسف لمعاناتك. التعرض للتنمر يمكن أن يكون تجربة,I'm sorry for your suffering. Being bullied can be an experience,0
1226,",,,,,, أشعر بالوحدة أكثر فأكثر ، لا أصدقاء ولا أقارب ، حتى لو كان هناك شخص ما ، أشعر بالفراغ وعدم الراحة,,,,,,,",negative,0.9317097663879396,procedural,0.3792466223239898,0.26502037,أنا آسف لأنك تشعر بهذه الطريقة. الوحدة يمكن أن تكون تجرب,I'm sorry you feel that way. Loneliness can be an experience,0
1227,",,,,,, أشعر دائمًا أنني لا أستطيع التركيز ، ومن الصعب إكمال المهام ، وغالبًا ما أشعر بالتعب والاكتئاب,,,,,,,",neutral,0.4866228401660919,procedural,0.3381707966327667,0.23462318,يبدو أنك تواجه بعض التحديات في التركيز والإنتاجية، وه,"It seems you're facing some challenges with focus and productivity, and",1
1228,",,,,,, غالبًا ما أشعر بالوحدة والضياع ، غير قادر على إقامة علاقات وثيقة مع الآخرين ، وحتى أفقد الاهتمام والحماس للأشخاص والأشياء من حولي.,,,,,,,",negative,0.9204744696617126,procedural,0.398292064666748,0.31870168,أشعر بالأسف لأنك تشعر بالوحدة والضياع. هذا الشع,I feel sorry that you feel lonely and lost. This feelin,1
1229,",,,,,, أشعر بالوحدة والضياع ولا أشعر أنني أستطيع تكوين علاقات وثيقة مع أشخاص آخرين ، مما يجعلني مكتئبًا للغاية وعاجزًا.,,,,,,,",negative,0.9510467648506165,causal,0.3041032254695892,0.30267832,أفهم أنك تشعر بالوحدة والضياع، وهذه مشاعر شائ,"I understand that you feel lonely and lost, and these are common feelings",1
1230,",,,,,, كل من حولي سعداء ، لكني أشعر بالفراغ في داخلي ، غير قادر على الاستمتاع بأي متعة,,,,,,,",negative,0.4958021342754364,causal,0.3861224055290222,0.2902188,يبدو أنك تشعر بالحزن والفراغ الداخلي، وهذا يمكن أن,"It seems you're feeling sad and empty inside, and this can",1
1231,",,,,,,كان لديّ تدني احترام الذات وشعرت في كثير من الأحيان بعدم الجدوى وعدم الأهمية ، مما جعلني أخاف من متابعة أحلامي وأهدافي ، خوفًا من الفشل وأن يحتقرني الآخرون.,,,,,,,",negative,0.7554329037666321,opinion,0.4950562715530395,0.3250192,يبدو أنك قد واجهت تحديات في بناء الثقة بالنفس وت,It seems you have faced challenges in building self-confidence and,1
1232,",,,,,, أجد نفسي أكثر حساسية تجاه الأشياء وغالبًا ما أشعر بالقلق وعدم الأمان بشأن الأشياء الصغيرة,,,,,,,",negative,0.9410749077796936,causal,0.3465734720230102,0.24562275,يبدو أنك تعاني من مشاعر القلق وعدم الأمان، وهذا,"It seems you are suffering from feelings of anxiety and insecurity, and this",1
1233,",,,,,, كان والداي دائمًا يتوقعان مني أن أكون شخصًا جيدًا، لكنني شعرت أنني لست على مستوى معاييرهم، إنني أشعر بالقلق وعدم الثقة بالذات,,,,,,,",negative,0.6802734732627869,opinion,0.6839900016784668,0.21490754,أفهم تمامًا شعورك. يمكن أن يكون التوقعات العالية من أولي,I completely understand your feeling. High expectations from parents can be,1
1234,",,,,,, أحلم كل يوم كأنني ضائع في متاهة بلا مخرج، ويتكرر الحلم مرارًا وتكرارًا,,,,,,,",negative,0.8890120983123779,opinion,0.4694765508174896,0.22364973,يمكن أن يكون الحلم بمثابة انعكاس لما تشعر به في حيات,A dream can be a reflection of how you feel in life,1
1235,",,,,,, عندما أكون بمفردي ، أفكر في كل ما حدث من قبل ، وكل شيء يجعلني أشعر ببؤس شديد,,,,,,,",positive,0.7075564861297607,procedural,0.3785037398338318,0.2316069,أفهم أنك تمر بفترة صعبة، والتفكير في الأحداث,"I understand you're going through a tough time, thinking about the events",1
1236,",,,,,, عندما أرى شكلي، أشعر بأنني قبيحة للغاية، وسيئة للغاية,,,,,,,",negative,0.9263688325881958,opinion,0.543506383895874,0.15059392,أفهم تمامًا كيف تشعرين. يمكن أن تكون الصورة الذاتية مصدر,I understand exactly how you feel. Self-image can be a source,1
1237,",,,,,, أنا أعاني من مرض التوحد ، ولا أعرف كيف أتواصل مع الآخرين ، وأشعر بالعزلة في عالم مختلف تمامًا ، وأشعر بالبؤس الشديد والعجز.,,,,,,,",negative,0.8579361438751221,opinion,0.3644308149814605,0.2867036,أفهم أنك تشعر بالعزلة والبؤس بسبب مرض التوحد,I understand that you feel isolated and miserable because of autism.,1
1238,",,,,,, لقد تعرضت للخيانة من قبل صديق ، لقد آلمني كثيرًا ، وبدأت أشك في مصداقية الإنسانية والصداقة ، وحتى بدأت في الانغلاق على نفسي وإبعاد الآخرين,,,,,,,",negative,0.982506513595581,causal,0.4012965261936188,0.3664011,أفهم تمامًا شعورك بالألم والخيبة بعد ما حدث. الخ,I fully understand your feelings of pain and disappointment after what happened.,1
1239,",,,,,,في مجتمع اليوم ، غالبًا ما يتخلى الناس عن أنفسهم أو حتى ينتحروا لأنهم لا يستطيعون إكمال عملهم.,,,,,,,",negative,0.7479928135871887,causal,0.9122388958930968,0.32771793,في مجتمع اليوم، يتعرض العديد من الأفراد لضغوط كبيرة ونض,"In today's society, many individuals are exposed to great pressures and struggle",1
1240,",,,,,, كنت أفكر دائمًا في ماضي ومستقبلي ، وأشعر بالقلق والانزعاج حيال ذلك ، ولا أعرف ماذا أفعل به.,,,,,,,",negative,0.9048165678977966,opinion,0.5018287897109985,0.26960918,أفهم تمامًا مشاعرك. التفكير في الماضي والمستقبل يمكن,I completely understand your feelings. Thinking about the past and the future can,1
1241,",,,,,, أشعر دائمًا بالحرج عندما أكون أمام مجموعة كبيرة من الناس,,,,,,,",negative,0.6992788910865784,procedural,0.5190038084983826,0.19317839,أشعر دائمًا بالحرج عندما أكون أمام مجموعة كبيرة من الناس، وه,"I always feel embarrassed when I am in front of a large group of people, and",1
1242,",,,,,, أنا غير راضٍ عن مظهري ودائماً أشعر بالقبح ، الأمر الذي يجعلني غير واثق للغاية من التواصل الاجتماعي وتكوين الصداقات ، فكيف يمكنني تغيير هذه العقلية؟,,,,,,,",negative,0.9495224356651306,opinion,0.7196397185325623,0.24569042,يمكنك تغيير هذه العقلية السلبية من خلال الخطوات التالية: 1.,You can change this negative mindset through the following steps: 1.,1
1243,",,,,,, أنا مليء بالخوف والقلق بشأن المستقبل ، ولا أعرف كيف أتعامل مع التحديات والضغوط في المستقبل.,,,,,,,",negative,0.8965609669685364,causal,0.4036628901958465,0.22378395,أنا أفهم تمامًا مشاعرك. الشعور بالخوف والقلق بش,I understand your feelings perfectly. The feeling of fear and anxiety is,1
1244,",,,,,, أجد نفسي دائمًا عالقًا في حلقات تفكير لا يمكن إيقافها، أفكر في نفس المشكلة أو الموقف مرارًا وتكرارًا، مما يؤدي بي إلى قلة النوم ويؤثر على حياتي اليومية.,,,,,,,",negative,0.8084088563919067,causal,0.3363177478313446,0.32750362,أفهم تمامًا أنك تعاني من التفكير الدائري، وهو عندما تت,"I completely understand that you're suffering from circular thinking, which is when you repeat",1
1245,",,,,,, لقد مررت ببعض التجارب المؤلمة التي ما زالت عالقة معي. وجدت صعوبة في معالجة هذه المشاعر والذكريات ، مما تسبب في تدهور صحتي العقلية تدريجياً.,,,,,,,",negative,0.9868418574333192,causal,0.3709360063076019,0.26669994,أفهم تمامًا ما تمر به. من الطبيعي أن تشعر بالصعوبة في,I understand exactly what you're going through. It's natural to feel difficulty in,1
1246,",,,,,, غالبًا ما أشعر بالاكتئاب والإحباط، أفقد الفرح والدافع في الحياة ، وليس لدي ثقة في المستقبل ، هذه المشاعر تجعلني أشعر بالألم الشديد والعجز.,,,,,,,",negative,0.9242501258850098,causal,0.4454526305198669,0.2963456,أفهم تمامًا ما تشعر به. المشاعر الإيجابية مثل الفرح والد,I fully understand how you feel. Positive emotions like joy and,1
1247,",,,,,,في الآونة الأخيرة ، غالبًا ما يفقد أطفالهم أعصابهم بل ويتلفون أشياء في المنزل ، والتي قد تكون من أعراض الاكتئاب,,,,,,,",negative,0.9777293801307678,causal,0.9622610211372375,0.2480216,من الممكن أن تكون هذه السلوكيات ناتجة عن الاكتئاب أو,It is possible that these behaviors are a result of depression or,1
1248,",,,,,, غالبًا ما أشعر بالتوتر والقلق ، حتى الأشياء الصغيرة يمكن أن تجعلني أشعر بالقلق والتوتر ، من الصعب الاسترخاء والاستمتاع بالحياة,,,,,,,",negative,0.4663692414760589,causal,0.5239081978797913,0.27452284,أفهم تمامًا ما تشعر به. التوتر والقلق يمكن أن يكونا مش,I understand exactly how you feel. Tension and anxiety can be a bi,1
1249,",,,,,, أنا غير راضٍ جدًا عن جسدي ، دائمًا ما أشعر بأنني سمين جدًا أو نحيف جدًا ، ولا أعرف كيف أتقبل جسدي,,,,,,,",negative,0.8088753819465637,opinion,0.5069153904914856,0.21181226,أفهم تمامًا أن الشعور بعدم الرضا عن جسدك يمكن أن يكون,I completely understand that feeling dissatisfied with your body can be,1
1250,",,,,,, إنني أفتقر إلى الثقة في أدائي وقدراتي ، وأشعر دائمًا أنني لا أستطيع أن أفعل بشكل جيد ، وأخشى الفشل وأن يسخر مني الآخرون.,,,,,,,",positive,0.8994545340538025,opinion,0.3572203814983368,0.35594276,نحن جميعًا نمر بتجارب حيث نشعر بعدم الثقة في أنفسنا,We all go through experiences where we feel insecure about ourselves,1
1251,",,,,,,يتقلب مزاجي بشكل كبير،أكون متحمسًا أحيانًا، وأحيانًا أخرى محبطًأ، دون أي نمط,,,,,,,",negative,0.917246162891388,causal,0.4771912395954132,0.25586554,من الطبيعي أن يختبر الأفراد تقلبات في المزاج، ويمكن,"It's natural for individuals to experience mood swings, and can",1
1252,",,,,,, عندما أكون في حشد من الناس ، أشعر دائمًا بالتجاهل ، أو حتى أنني غير موجود ، مما يجعلني أشعر بالوحدة الشديدة والضياع,,,,,,,",negative,0.9160239100456238,causal,0.3111271858215332,0.31696847,يبدو أنك تشعر بالعزلة والوحدة حتى عندما تكون محاطًا,It seems you feel isolated and alone even when you're surrounded.,1
1253,",,,,,, غالبًا ما أشعر أنني لست جيدًا بما يكفي للحصول على موافقة واحترام الآخرين,,,,,,,",neutral,0.4718773961067199,opinion,0.4817984998226166,0.32188448,أفهم تمامًا الشعور الذي تتحدث عنه. يمكن أن يكون ذلك تجربة,I fully understand the feeling you're talking about. It can be an experience,1
1254,",,,,,, أشعر بالارتباك والعجز بشأن المستقبل ، ولا أعرف الاتجاه الذي يجب أن أسلكه ، فهذا يجعلني أشعر بالقلق الشديد وعدم الراحة,,,,,,,",negative,0.8196272850036621,causal,0.4603636860847473,0.31297606,أشعر بأنه من الطبيعي أن تشعر بالارتباك والعجز بشأن المست,I feel it's natural to feel confused and powerless about the future,1
1255,",,,,,, كنت دائمًا قلقًا من أن يتم انتقاد أفعالي وقراراتي ورفضها من قبل الآخرين ، مما جعلني أشعر بعدم الأمان والإحباط.,,,,,,,",negative,0.4715099930763244,procedural,0.3549349308013916,0.35212594,يبدو أنك تعاني من قلق xãl، وهو خوف أو قلق من,"It seems you are suffering from social anxiety, which is a fear or anxiety of",1
1256,",,,,,,أريد أن أقتل نفسي لكنني لا أجرؤ ، أريد فقط إخفاء نفسي وعدم الخروج مرة أخرى,,,,,,,",negative,0.916468620300293,causal,0.4907596111297607,0.31266698,أنا آسف لأنك تشعر بهذا الشعور. إذا كنت تشعر بالي,I'm sorry you feel that way. If you feel like,0
1257,",,,,,, عائلتي تنتقدني دائمًا وتجعلني أشعر بأذى شديد ، لا أعرف كيف أتواصل معهم ، لقد أصبحوا بعيدون جدًا عني,,,,,,,",negative,0.9631704688072203,opinion,0.656073272228241,0.26654664,أفهم تمامًا مشاعرك. يبدو أنك تشعر بالحزن وال,I completely understand your feelings. It seems you're feeling sad and,1
1258,",,,,,, كنت أشعر بالإحباط من الأشياء الصغيرة ، وأواجه صعوبة في التعافي من التدهور العاطفي ، وشعرت بأنني لا قيمة لي.,,,,,,,",negative,0.9352656602859496,causal,0.6969779133796692,0.3153287,يبدو أنك تمر بفترة صعبة وتشعر بالإحباط والي,It seems you're going through a tough time and feeling frustrated and sad,1
1259,",,,,,, لقد تعرضت للتنمر من قبل زملائي ، مما أدى إلى الشعور بالنقص والخوف من الرفض.,,,,,,,",negative,0.9683352708816528,causal,0.8075849413871765,0.38605326,أنا آسف جدًا لسماع ذلك. التنمر يمكن أن يكون تجربة مؤ,I'm so sorry to hear that. Bullying can be a very distressing experience.,1
1260,",,,,,, في الآونة الأخيرة ، أشعر دائمًا أن مزاجي يتقلب كثيرًا ، أحيانًا أشعر بالسعادة ، ولكن أحيانًا أشعر بالاكتئاب دون سبب ، وهذا يجعلني أشعر بضيق شديد ، ولا أعرف ما إذا كنت أعاني من الاكتئاب.,,,,,,,",negative,0.873818039894104,opinion,0.6853266358375549,0.2650261,أشعر بالسعادة عند سماع أنك تتحدث عن مشاعرك وتتساء,I feel happy when I hear that you talk about your feelings and wonder,1
1261,",,,,,,إنني أشعر بضغط كبير، وأشعر بعدم قدرتي على تحمله، وغالبًا ما أشعر بالارتباك أو بضيق التنفس.,,,,,,,",negative,0.9487259984016418,causal,0.3780528008937835,0.3158613,إذا كنت تشعر بضغط كبير وعدم قدرة على تحمله، وأ,"If you feel a lot of pressure and are unable to bear it, and",1
1262,",,,,,, غالبًا ما ينتابني شعور بالقلق والخوف ، ولا أعرف من أين أتى، حتى أحيانًا أشعر بصعوبة في التنفس.,,,,,,,",negative,0.9256871938705444,procedural,0.3353995084762573,0.28534782,أفهم تمامًا ما تشعر به. الشعور بالقلق والخوف دون,I understand exactly how you feel. The feeling of anxiety and fear without,1
1263,",,,,,, لطالما شعرت بأنني بلا قيمة، لست جيدًا بما فيه الكفاية، ولست ذكيًا بما فيه الكفاية، ولست جميلًا بما يكفي، وهذا يجعلني أشعر بالإحباط.,,,,,,,",negative,0.8889138698577881,causal,0.3700474500656128,0.32359862,أفهم تمامًا مشاعرك. الشعور بعدم القيمة أو عدم الكف,I completely understand your feelings. The feeling of being worthless or inadequate,1
1264,",,,,,,لدي دائمًا أفكار انتحارية ، أشعر أن الحياة لا معنى لها ولا قيمة لي. أشعر أيضًا باليأس وأشعر أنه لا أمل في مستقبلي,,,,,,,",negative,0.9489030838012696,opinion,0.4500487744808197,0.27097437,أنا آسف لسماع ذلك. أفكار الانتحار والشعور بعدم,I'm sorry to hear that. Thoughts of suicide and feeling hopeless,0
1265,",,,,,, غالبًا ما أشعر أن حياتي بلا معنى ، لا أعرف لماذا أعيش بهذه الطريقة ، أشعر أنه ليس لدي أي هدف أو دافع ، وكأنني أضيع وقتي ، وأشعر بأنني بلا قيمة,,,,,,,",negative,0.9866837859153748,causal,0.4060396254062652,0.27067733,أفهم تمامًا ما تشعر به. الشعور بالفوضى والافتق,I understand exactly how you feel. The feeling of chaos and deprivation,1
1266,",,,,,, لقد كنت أشعر بتوتر شديد مؤخرًا لأن لدي الكثير من العمل ويجب أن أتعامل مع العديد من المهام كل يوم ، لكن ليس لدي شعور بالإنجاز ، مما يجعلني أشعر بالإحباط الشديد. كيف يمكنني التعامل مع هذا الضغط النفسى؟,,,,,,,",negative,0.7588164806365967,opinion,0.628756046295166,0.14122209,إذا كنت تشعر بالتوتر والإحباط نتيجة للضغط النفسي,If you feel tense and frustrated due to psychological pressure,1
1267,",,,,,, غالبًا ما أشعر بالقلق والتوتر ، وأشعر أنني لا أستطيع التعامل مع الضغوط والتحديات في الحياة.,,,,,,,",negative,0.7872074246406555,procedural,0.3965285420417785,0.26733175,من الطبيعي أن تشعر بالقلق والتوتر في مواقف معينة، خاصة,"It's natural to feel anxious and tense in certain situations, especially",1
1268,",,,,,, عقلي مليء بالسلبية وعدم الثقة بالنفس ولا أعرف كيف أخرج منه,,,,,,,",negative,0.7845532894134521,causal,0.3380202054977417,0.3490608,Tôi hiểu rằng كنت تشعر بالسلبية وعدم الثقة بالنفس، وهذا,"I understand that you feel negative and lack self-confidence, and this",1
1269,",,,,,, أشعر أن مشاعري أصبحت غير مستقرة أكثر. فأحيانًا أشعر بالاكتئاب وأحيانًا أشعر بالعاطفة. لا أعرف ما إذا كان هناك شيء خاطئ في ذهني.,,,,,,,",negative,0.8761482834815979,opinion,0.6495093703269958,0.15928358,يبدو أنك تشعر بدرجة من الارتباك والاضطراب الع,It seems you are feeling a degree of confusion and emotional disturbance,1
1270,",,,,,,عندما يعود الطفل إلى المنزل من المدرسة يكون المنزل باردًا ولا يقبل أبدًا لطفه، فإن ارتكب خطأ فلن يلقى له بالًا، ما يستدعي القلق هو ما إذا كان سيصبح مثل والديه عندما يكبر.,,,,,,,",neutral,0.6771430969238281,causal,0.6597211360931396,0.30384248,تعتبر هذه الجملة معبرة عن حالة نفسية صعبة يعاني منها الط,This sentence is considered expressive of a difficult psychological state that the child suffers from,1
1271,",,,,,, لا يستطيع النوم كل ليلة تقريبًا ، ولا يستطيع النوم ولا يستطيع النوم ، ومزاجه يزداد سوءًا ، ويشعر بالقلق بشأن ما إذا كان سيصاب بالاكتئاب أو مشاكل نفسية أخرى أكثر خطورة,,,,,,,",negative,0.770524799823761,causal,0.419194608926773,0.29130644,يبدو أنك تشعر بضغط كبير وتوتر نتيجة لصعوبة,It seems you're feeling a lot of pressure and tension due to difficulty,1
1272,",,,,,, أشعر دائمًا في الآونه الأخيرة بأنني ضعيف، وأفكاري كالحبال الفوضوية، وغير قادر على استيعابها,,,,,,,",negative,0.9817424416542052,procedural,0.3683695793151855,0.3262677,أفهم تمامًا شعورك. يبدو أنك تشعر بضغط نف,"I completely understand your feeling, it seems like you're feeling under a lot of pressure",1
1273,",,,,,, في كل مرة أفكر فيها في إخفاقاتي ، أشعر بالعجز ، أفقد شجاعتي بسبب فكرة عدم قبول المجتمع ، أشعر بالعجز من فكرة أنني قد لا أتمكن من تحقيق أحلامي,,,,,,,",positive,0.3939038813114166,opinion,0.4550007581710815,0.3153321,أفهم تمامًا ما تشعر به. الإخفاقات ورفض المجتمع يمكن,I completely understand how you feel. Failures and societal rejection can,1
1274,",,,,,, كانت علاقتي العاطفية دائمًا غير مستقرة، وغالبًا ما أعاني من أزمات عاطفية، ولا أعرف كيف أتعامل مع مشكلات العلاقة، وهذا يجعلني أشعر بالعجز والضياع.,,,,,,,",negative,0.9205499291419984,opinion,0.467040091753006,0.2833978,يُعتبر العلاج النفسي خيارًا جيدًا للمساعدة في,Psychotherapy is considered a good option to help with,1
1275,",,,,,, أحيانًا أفقد السيطرة على غضبي وأصبح سريع الانفعال والغضب، وحتى أنني أفقد أعصابي مع من حولي,,,,,,,",negative,0.925778865814209,causal,0.4037580192089081,0.29552034,إنه من الطبيعي أن تشعر بالغضب أو الانفعال في بعض الأحي,It's natural to feel angry or upset at times.,1
1276,",,,,,,وظيفتي مرهقة والتعامل مع المشاكل والتحديات كل يوم يجعلني أشعر بقلق شديد ، أبدأ في فقدان النوم ، أفقد شهيتي وأحيانًا أشعر بالخروج عن السيطرة,,,,,,,",negative,0.943515121936798,causal,0.5459779500961304,0.29616252,يبدو أنك تمر بمرحلة صعبة في حياتك، حيث ت,"It seems you are going through a difficult phase in your life, where you",1
